Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1445,42,No,Travel_Frequently,2019,Research & Development,31,4,Life Sciences,1,1993,3,Male,96,3,2,Laboratory Technician,4,Single,3091,5922,0,Y,No,15,3,4,80,1,12,0,2,7,4,5,0
1446,46,No,Travel_Frequently,498,Sales,20,3,Life Sciences,1,1740,4,Male,112,3,2,Laboratory Technician,3,Single,6860,22395,4,Y,No,20,3,2,80,0,10,4,4,7,0,14,0
1447,35,No,Travel_Rarely,1691,Sales,5,4,Medical,1,1293,3,Male,81,2,1,Research Director,3,Married,6328,8569,5,Y,Yes,12,3,3,80,0,8,3,4,11,1,10,7
1448,32,Yes,Travel_Rarely,774,Sales,11,4,Life Sciences,1,1027,3,Male,58,3,2,Sales Executive,3,Divorced,7964,29858,0,Y,No,13,3,3,80,0,10,4,3,37,2,0,0
1449,29,No,Travel_Rarely,513,Research & Development,6,3,Medical,1,648,4,Male,112,3,3,Manager,1,Single,8795,25977,1,Y,Yes,18,3,3,80,1,10,2,2,7,10,0,7
1450,28,No,Travel_Frequently,1078,Research & Development,8,4,Medical,1,1092,4,Male,61,3,2,Sales Executive,4,Single,5915,11711,0,Y,No,11,3,2,80,1,8,3,3,8,7,0,0
1451,37,Yes,Travel_Rarely,1845,Research & Development,3,2,Life Sciences,1,1017,2,Male,106,2,1,Sales Representative,4,Divorced,19775,12933,0,Y,No,12,3,2,80,3,24,2,2,0,7,0,2
1452,35,No,Travel_Rarely,1510,Research & Development,7,4,Life Sciences,1,1162,4,Male,98,2,2,Manager,4,Married,12262,16400,3,Y,Yes,13,3,1,80,0,14,4,2,13,0,0,13
1453,43,No,Travel_Rarely,1835,Research & Development,23,4,Technical Degree,1,84,2,Female,113,4,2,Laboratory Technician,1,Single,4566,23122,0,Y,Yes,14,4,2,80,0,7,3,3,0,0,1,2
1454,48,No,Travel_Rarely,466,Research & Development,38,4,Medical,1,493,3,Male,102,2,2,Human Resources,4,Single,4628,26549,7,Y,No,18,3,3,80,0,22,2,4,10,1,0,6
1455,39,No,Travel_Frequently,1381,Research & Development,4,3,Marketing,1,1115,4,Female,84,1,1,Sales Executive,2,Single,8269,14844,0,Y,No,13,3,1,80,0,4,2,2,2,9,0,4
1456,35,No,Travel_Rarely,1101,Research & Development,15,4,Medical,1,889,3,Male,110,3,2,Laboratory Technician,4,Single,10112,13566,0,Y,No,12,4,3,80,0,4,3,1,26,2,0,13
1457,53,No,Travel_Frequently,1419,Research & Development,7,3,Medical,1,1294,3,Male,90,2,1,Manager,3,Married,8280,21232,7,Y,Yes,11,3,3,80,0,8,3,3,9,3,0,3
1458,36,No,Travel_Frequently,1944,Research & Development,18,3,Life Sciences,1,26,3,Male,120,3,4,Manufacturing Director,4,Divorced,7638,15328,3,Y,No,14,3,2,80,0,20,2,4,0,2,1,7
1459,54,No,Travel_Frequently,487,Sales,20,3,Life Sciences,1,1220,2,Female,46,3,2,Laboratory Technician,3,Single,11849,5366,3,Y,No,16,3,2,80,0,30,5,3,5,0,0,8
1460,34,No,Non-Travel,1817,Research & Development,21,4,Life Sciences,1,179,3,Male,67,3,1,Sales Executive,3,Single,4091,7748,0,Y,No,12,3,2,80,0,10,3,4,0,1,0,0
1461,27,No,Travel_Rarely,909,Sales,30,3,Life Sciences,1,1729,1,Male,65,2,1,Laboratory Technician,2,Single,10536,7669,8,Y,No,16,3,3,80,0,21,2,4,24,7,1,3
1462,35,No,Travel_Rarely,941,Sales,13,2,Life Sciences,1,1520,3,Male,121,3,2,Laboratory Technician,4,Divorced,1727,8565,7,Y,No,12,3,3,80,0,6,2,2,10,7,4,0
1463,29,No,Travel_Rarely,1302,Sales,38,4,Life Sciences,1,1568,4,Female,81,3,1,Research Director,1,Divorced,5484,15489,4,Y,No,14,4,2,80,1,5,4,4,0,7,1,0
1464,18,Yes,Non-Travel,1426,Research & Development,8,3,Medical,1,833,3,Male,40,3,1,Laboratory Technician,1,Single,10299,9624,3,Y,No,19,3,3,80,0,1,2,4,0,7,7,0
1465,50,No,Travel_Frequently,1971,Sales,7,4,Life Sciences,1,1425,4,Male,125,4,3,Laboratory Technician,4,Single,5703,16348,3,Y,No,15,3,4,80,0,13,2,2,4,2,1,7
1466,24,No,Travel_Rarely,1596,Sales,22,3,Life Sciences,1,728,3,Male,63,4,2,Research Director,4,Single,4336,17777,0,Y,No,13,3,3,80,1,24,2,3,26,1,0,3
1467,29,Yes,Travel_Rarely,405,Research & Development,2,4,Life Sciences,1,934,4,Male,74,3,2,Manufacturing Director,4,Divorced,7040,24166,8,Y,No,18,3,3,80,1,10,3,2,1,16,1,0
1468,31,Yes,Travel_Rarely,840,Sales,8,1,Life Sciences,1,1909,1,Male,40,3,1,Sales Executive,4,Married,13875,12424,0,Y,No,23,3,2,80,0,5,3,2,3,2,0,0
1469,50,No,Travel_Frequently,1168,Research & Development,18,4,Other,1,1363,2,Male,50,2,4,Manufacturing Director,4,Single,16135,10109,6,Y,No,13,3,2,80,1,32,2,1,4,2,2,8
1470,28,No,Travel_Rarely,1843,Research & Development,29,4,Marketing,1,757,2,Male,51,4,1,Laboratory Technician,3,Single,7144,16530,1,Y,No,13,3,1,80,1,26,4,2,5,0,0,3
1471,26,No,Travel_Rarely,1916,Sales,27,2,Life Sciences,1,1747,4,Male,52,2,3,Sales Representative,3,Divorced,8442,30140,0,Y,No,12,4,4,80,0,9,3,3,7,0,0,7
1472,45,No,Travel_Rarely,1925,Research & Development,8,4,Life Sciences,1,1029,4,Male,67,3,2,Laboratory Technician,4,Married,5549,10515,0,Y,Yes,13,3,3,80,0,1,3,4,9,11,0,0
1473,52,No,Travel_Rarely,1446,Research & Development,40,3,Other,1,483,4,Male,50,3,2,Human Resources,4,Divorced,10468,18322,5,Y,No,19,3,3,80,0,22,5,2,19,0,10,16
1474,39,No,Travel_Rarely,574,Research & Development,15,3,Medical,1,558,3,Male,70,3,2,Sales Executive,4,Married,9666,6664,2,Y,Yes,11,3,3,80,0,10,3,3,3,1,0,4
1475,37,No,Travel_Rarely,527,Sales,7,1,Life Sciences,1,1552,4,Male,102,4,2,Manufacturing Director,4,Divorced,12127,11754,1,Y,No,16,3,3,80,0,17,2,2,1,0,9,7
1476,31,Yes,Travel_Rarely,361,Research & Development,6,4,Life Sciences,1,1349,4,Female,60,3,1,Healthcare Representative,1,Divorced,4675,20874,3,Y,Yes,11,3,2,80,0,16,5,2,6,0,1,10
1477,45,No,Travel_Rarely,819,Human Resources,6,4,Life Sciences,1,1027,1,Male,101,3,2,Research Scientist,4,Divorced,6285,6407,0,Y,No,14,3,3,80,1,10,5,2,17,2,1,7
1478,19,No,Travel_Rarely,292,Research & Development,9,4,Other,1,606,2,Male,116,2,1,Human Resources,4,Married,5386,11759,6,Y,Yes,14,3,3,80,0,33,2,4,3,3,0,3
1479,58,No,Travel_Rarely,293,Sales,2,4,Medical,1,39,3,Male,78,4,2,Research Director,4,Married,15797,6304,4,Y,Yes,14,3,3,80,0,29,3,3,33,5,3,16
1480,37,No,Travel_Rarely,1565,Research & Development,10,4,Life Sciences,1,667,4,Male,40,3,2,Manufacturing Director,4,Single,9976,7503,8,Y,No,12,3,4,80,1,10,2,3,9,7,11,0
1481,24,No,Travel_Rarely,940,Research & Development,4,4,Other,1,1061,2,Male,70,4,2,Healthcare Representative,4,Married,9437,19870,6,Y,No,12,3,3,80,0,21,2,3,1,0,15,8
1482,25,No,Travel_Rarely,571,Sales,8,3,Marketing,1,311,4,Male,116,2,2,Sales Representative,4,Single,4135,21071,4,Y,No,25,3,3,80,0,1,5,3,3,2,7,2
1483,50,No,Travel_Rarely,861,Research & Development,7,4,Other,1,1916,2,Male,67,4,2,Manager,4,Single,4453,9055,4,Y,No,16,3,3,80,0,2,5,3,5,3,0,8
1484,21,Yes,Travel_Rarely,1442,Research & Development,7,3,Life Sciences,1,575,2,Male,94,3,4,Manager,1,Single,4925,23541,0,Y,No,13,4,4,80,3,7,2,3,10,0,0,7
1485,35,Yes,Travel_Rarely,907,Sales,8,3,Medical,1,1638,4,Male,56,2,3,Sales Executive,1,Divorced,11062,20068,8,Y,No,21,4,2,80,0,14,2,3,13,2,0,2
1486,36,No,Travel_Frequently,1950,Research & Development,29,4,Life Sciences,1,200,4,Female,125,3,4,Sales Executive,3,Single,8341,4923,0,Y,No,11,3,3,80,0,1,2,2,36,1,0,2
1487,58,No,Travel_Rarely,908,Research & Development,32,1,Life Sciences,1,1061,3,Male,104,3,2,Laboratory Technician,1,Single,10995,24152,0,Y,No,13,3,2,80,0,12,5,2,0,2,4,2
1488,37,No,Travel_Rarely,326,Research & Development,16,4,Other,1,2,4,Male,62,2,1,Sales Executive,4,Married,5914,17692,0,Y,No,13,3,2,80,0,18,2,3,1,2,2,9
1489,54,No,Travel_Frequently,850,Research & Development,7,2,Life Sciences,1,221,4,Male,34,2,3,Healthcare Representative,4,Married,4299,23053,1,Y,No,21,4,3,80,1,10,3,4,8,7,0,0
1490,29,No,Travel_Rarely,826,Research & Development,17,1,Life Sciences,1,298,4,Male,121,3,2,Laboratory Technician,4,Single,22558,21514,2,Y,No,12,3,3,80,0,1,3,2,5,0,1,7
1491,29,No,Travel_Frequently,738,Research & Development,18,4,Life Sciences,1,1278,2,Male,130,3,2,Laboratory Technician,1,Single,6123,38951,0,Y,No,12,3,1,80,0,10,2,2,4,1,3,8
1492,29,No,Travel_Frequently,1907,Research & Development,6,4,Technical Degree,1,1269,4,Male,44,3,3,Healthcare Representative,4,Divorced,4256,5985,3,Y,No,25,3,3,80,0,8,6,3,2,0,1,7
1493,28,No,Travel_Frequently,914,Sales,7,4,Other,1,998,3,Male,114,2,1,Laboratory Technician,4,Single,4639,6123,0,Y,No,13,4,4,80,0,23,6,3,10,2,4,0
1494,31,Yes,Travel_Rarely,831,Research & Development,7,1,Medical,1,1986,2,Male,112,3,2,Laboratory Technician,1,Divorced,17108,16939,5,Y,Yes,12,3,3,80,0,15,2,3,3,0,0,3
1495,50,No,Travel_Rarely,762,Research & Development,7,3,Life Sciences,1,950,3,Male,103,2,3,Manufacturing Director,4,Married,6972,6203,7,Y,No,12,3,3,80,0,6,3,3,5,7,0,4
1496,32,No,Travel_Rarely,1023,Research & Development,3,3,Medical,1,733,3,Female,102,2,1,Manager,3,Single,11101,15492,0,Y,No,17,3,3,80,1,16,3,3,1,0,3,7
1497,29,No,Travel_Rarely,769,Research & Development,6,4,Medical,1,516,4,Male,50,2,2,Laboratory Technician,4,Divorced,4899,25975,0,Y,No,14,4,3,80,0,6,5,4,20,8,1,0
1498,43,No,Travel_Frequently,1551,Research & Development,3,2,Life Sciences,1,40,2,Male,90,2,2,Laboratory Technician,4,Married,5469,16994,3,Y,No,14,3,2,80,0,33,3,4,0,3,4,7
1499,39,No,Travel_Rarely,1115,Sales,7,2,Life Sciences,1,991,4,Male,62,2,4,Research Director,4,Single,22033,15614,0,Y,No,12,3,1,80,0,10,3,3,3,0,2,7
1500,42,Yes,Travel_Frequently,2054,Sales,39,5,Life Sciences,1,1753,2,Male,60,1,2,Healthcare Representative,2,Single,18608,14701,3,Y,Yes,14,3,3,80,0,18,2,3,2,7,0,7
1501,35,No,Travel_Rarely,1809,Research & Development,12,3,Life Sciences,1,1516,3,Male,117,3,2,Sales Executive,3,Single,9095,6575,0,Y,No,12,3,3,80,0,15,5,3,5,7,11,3
1502,58,No,Travel_Frequently,946,Sales,5,4,Life Sciences,1,1737,4,Male,90,3,2,Sales Executive,2,Single,8881,8122,4,Y,Yes,14,3,3,80,0,14,2,3,24,2,0,3
1503,40,No,Travel_Rarely,331,Research & Development,7,4,Medical,1,514,4,Male,66,3,1,Research Director,4,Single,4402,8276,6,Y,No,12,3,1,80,0,8,2,3,9,0,0,2
1504,46,Yes,Non-Travel,1753,Research & Development,34,3,Medical,1,405,4,Male,90,2,1,Laboratory Technician,2,Divorced,9452,7151,1,Y,No,19,3,3,80,0,15,3,2,15,0,0,7
1505,44,Yes,Travel_Frequently,1415,Research & Development,8,4,Other,1,389,4,Female,89,3,3,Laboratory Technician,4,Single,4853,9299,1,Y,Yes,16,3,4,80,0,8,3,2,4,0,0,4
1506,32,No,Travel_Rarely,798,Research & Development,8,2,Life Sciences,1,1395,1,Male,90,4,1,Manager,3,Divorced,8378,14554,0,Y,No,13,3,3,80,1,3,3,4,16,2,2,0
1507,35,No,Travel_Rarely,1969,Research & Development,23,2,Other,1,1225,4,Female,55,2,4,Sales Executive,4,Divorced,4730,6757,3,Y,No,12,4,3,80,2,14,2,3,4,0,0,2
1508,55,No,Travel_Rarely,1802,Sales,7,4,Medical,1,1932,4,Male,98,3,1,Sales Executive,4,Divorced,5463,2992,0,Y,Yes,15,3,3,80,3,10,3,2,10,3,0,3
1509,28,No,Travel_Rarely,2074,Research & Development,39,4,Life Sciences,1,731,3,Female,56,3,2,Laboratory Technician,4,Single,5391,16663,0,Y,No,18,4,3,80,3,10,2,2,3,3,0,0
1510,34,No,Travel_Rarely,575,Research & Development,4,4,Life Sciences,1,174,4,Female,90,4,1,Healthcare Representative,2,Married,4168,5319,0,Y,Yes,15,3,3,80,0,1,3,3,1,8,0,9
1511,28,No,Travel_Frequently,869,Sales,5,2,Life Sciences,1,1745,2,Male,97,4,1,Research Director,2,Single,12171,13165,1,Y,No,14,4,3,80,0,10,3,4,1,8,0,0
1512,55,No,Travel_Rarely,665,Research & Development,16,4,Life Sciences,1,597,4,Male,67,4,4,Laboratory Technician,2,Divorced,4601,13316,3,Y,Yes,14,3,3,80,0,17,5,3,8,4,0,1
1513,27,No,Non-Travel,721,Research & Development,37,4,Medical,1,550,3,Male,50,2,2,Sales Executive,2,Married,8094,23154,2,Y,No,19,3,4,80,0,10,3,2,9,2,0,0
1514,35,No,Travel_Rarely,450,Research & Development,23,2,Life Sciences,1,412,3,Female,105,3,2,Sales Executive,4,Divorced,5615,30360,1,Y,No,13,3,3,80,0,30,1,3,6,8,1,9
1515,25,Yes,Travel_Frequently,929,Research & Development,28,1,Medical,1,407,3,Male,49,3,2,Research Scientist,2,Single,5119,32909,0,Y,No,13,3,3,80,0,9,3,2,5,0,6,2
1516,25,No,Travel_Rarely,177,Sales,15,4,Technical Degree,1,1073,3,Male,89,3,2,Research Scientist,4,Married,14555,9550,2,Y,No,13,3,1,80,0,10,2,3,2,7,0,0
1517,40,No,Travel_Rarely,574,Sales,3,3,Medical,1,1563,4,Male,74,4,1,Laboratory Technician,4,Single,4576,17166,1,Y,No,12,3,4,80,0,8,3,2,25,2,7,2
1518,43,No,Travel_Rarely,595,Human Resources,17,3,Life Sciences,1,1472,3,Male,102,3,3,Laboratory Technician,4,Single,6745,12593,4,Y,No,14,4,3,80,0,10,3,4,9,0,3,2
1519,30,No,Travel_Rarely,874,Sales,4,4,Technical Degree,1,1606,1,Male,66,2,2,Sales Executive,1,Divorced,10929,10260,5,Y,No,11,3,1,80,3,6,1,3,21,1,0,0
1520,43,No,Travel_Rarely,1823,Sales,19,4,Medical,1,1036,4,Male,62,1,1,Manager,4,Single,13109,32683,6,Y,No,19,3,3,80,0,9,4,3,7,0,0,7
1521,39,No,Non-Travel,727,Research & Development,37,3,Life Sciences,1,160,3,Male,94,3,3,Sales Executive,4,Divorced,12848,18567,0,Y,No,12,3,4,80,0,10,2,3,1,7,1,8
1522,32,No,Travel_Rarely,1592,Sales,18,4,Life Sciences,1,1542,3,Male,95,2,4,Sales Executive,4,Single,7327,23349,1,Y,No,20,3,3,80,0,23,2,4,3,12,0,9
1523,30,Yes,Travel_Frequently,1927,Sales,29,2,Technical Degree,1,807,3,Male,97,4,2,Laboratory Technician,1,Divorced,4368,8667,0,Y,No,16,3,2,80,0,8,4,3,4,2,0,2
1524,41,No,Travel_Rarely,879,Research & Development,6,4,Life Sciences,1,1080,4,Male,46,1,2,Manager,2,Married,9712,18021,1,Y,No,19,3,1,80,0,8,2,3,11,9,1,3
1525,31,No,Travel_Rarely,911,Research & Development,4,3,Life Sciences,1,1523,4,Male,73,1,1,Manufacturing Director,1,Divorced,5051,27448,2,Y,Yes,15,3,3,80,3,11,3,3,4,2,0,0
1526,45,No,Travel_Rarely,1740,Research & Development,21,1,Life Sciences,1,1719,2,Male,65,3,3,Sales Executive,4,Married,4654,8016,0,Y,No,11,3,2,80,0,10,2,1,7,7,0,0
1527,42,No,Travel_Rarely,1435,Research & Development,15,3,Life Sciences,1,1558,3,Female,74,3,4,Laboratory Technician,4,Married,9002,10415,0,Y,No,20,3,1,80,0,6,3,3,1,4,0,11
1528,36,No,Travel_Rarely,1817,Sales,26,3,Medical,1,1427,4,Male,104,2,2,Manager,4,Divorced,4573,6272,2,Y,No,14,3,3,80,1,30,5,2,20,2,0,0
1529,26,No,Travel_Frequently,743,Sales,11,4,Medical,1,433,2,Male,105,3,1,Research Director,4,Single,7295,6027,1,Y,No,19,3,2,80,0,8,5,4,4,8,0,2
1530,24,No,Travel_Rarely,1940,Research & Development,19,3,Technical Degree,1,1625,1,Male,126,3,2,Laboratory Technician,3,Single,5082,10887,7,Y,No,12,3,3,80,0,13,2,2,2,0,0,0
1531,37,No,Travel_Rarely,803,Sales,2,3,Life Sciences,1,1691,1,Female,74,3,3,Laboratory Technician,1,Single,9153,14227,2,Y,No,12,3,4,80,1,16,3,2,0,1,0,8
1532,43,Yes,Travel_Rarely,784,Human Resources,5,4,Medical,1,1938,4,Male,76,4,2,Laboratory Technician,4,Single,5890,6898,3,Y,Yes,12,4,1,80,2,2,5,2,10,1,1,12
1533,40,Yes,Travel_Frequently,1964,Research & Development,27,1,Medical,1,1319,4,Female,91,3,1,Manufacturing Director,4,Divorced,6166,24601,0,Y,No,11,3,4,80,0,1,6,2,1,7,0,0
1534,41,No,Travel_Rarely,372,Research & Development,15,1,Other,1,819,1,Female,48,3,2,Laboratory Technician,3,Married,11873,18802,9,Y,No,18,4,3,80,1,4,3,2,10,9,0,0
1535,50,No,Travel_Rarely,1422,Sales,7,2,Medical,1,444,4,Male,60,2,4,Sales Representative,3,Single,12499,13930,1,Y,No,12,3,2,80,0,32,3,2,0,3,13,11
1536,44,No,Travel_Rarely,2049,Research & Development,14,3,Life Sciences,1,645,4,Male,43,3,2,Sales Executive,4,Single,8048,8523,0,Y,No,12,3,3,80,3,4,3,3,29,2,2,3
1537,35,No,Travel_Frequently,1922,Research & Development,7,4,Medical,1,911,2,Female,115,3,4,Laboratory Technician,3,Divorced,4787,6670,1,Y,No,14,3,3,80,0,10,3,3,5,2,0,1
1538,38,No,Travel_Rarely,1900,Research & Development,11,4,Other,1,2,4,Male,124,3,1,Sales Executive,4,Single,10397,8939,7,Y,No,14,3,3,80,0,6,3,3,4,0,1,13
1539,41,No,Travel_Rarely,1187,Research & Development,6,1,Marketing,1,725,3,Female,102,1,3,Laboratory Technician,2,Divorced,9326,6435,1,Y,No,14,4,3,80,0,5,3,1,7,2,0,3
1540,45,No,Travel_Rarely,1228,Research & Development,38,2,Medical,1,1698,2,Male,56,3,3,Research Director,3,Divorced,5301,4906,1,Y,No,18,3,3,80,1,8,3,2,5,2,11,0
1541,56,No,Non-Travel,1328,Research & Development,6,2,Marketing,1,1440,4,Male,60,3,2,Laboratory Technician,3,Married,9313,11763,0,Y,Yes,12,4,4,80,1,4,2,2,22,0,0,3
1542,22,Yes,Travel_Rarely,1921,Sales,28,1,Life Sciences,1,1269,3,Female,108,3,1,Research Director,4,Single,28723,10505,0,Y,Yes,11,3,2,80,0,19,2,2,1,7,0,1
1543,30,No,Travel_Frequently,572,Sales,13,1,Life Sciences,1,455,1,Female,111,3,2,Laboratory Technician,2,Married,6010,31147,0,Y,No,12,3,3,80,0,5,2,3,1,7,0,7
1544,35,No,Travel_Frequently,1914,Research & Development,8,3,Life Sciences,1,775,4,Female,41,2,2,Laboratory Technician,1,Single,7755,18256,0,Y,No,20,4,4,80,0,3,3,2,5,2,4,11
1545,33,No,Travel_Rarely,309,Research & Development,25,5,Life Sciences,1,271,4,Male,76,2,2,Sales Executive,4,Divorced,8547,7778,1,Y,No,15,4,3,80,0,10,3,3,9,10,0,4
1546,22,No,Travel_Rarely,1266,Research & Development,8,1,Other,1,1602,4,Male,57,3,2,Laboratory Technician,4,Married,18903,22946,7,Y,No,14,3,2,80,0,10,4,4,11,7,0,12
1547,33,No,Travel_Rarely,1281,Research & Development,14,4,Life Sciences,1,677,2,Male,91,3,1,Laboratory Technician,4,Single,4086,13036,0,Y,No,16,3,3,80,1,10,3,3,11,0,0,7
1548,52,No,Travel_Rarely,339,Research & Development,15,1,Medical,1,555,3,Male,118,3,2,Healthcare Representative,1,Single,10711,7554,0,Y,No,12,3,3,80,0,30,5,2,2,3,0,0
1549,28,No,Travel_Rarely,1445,Sales,18,1,Medical,1,1655,3,Male,83,3,2,Manager,4,Divorced,5508,14411,7,Y,No,13,3,1,80,0,4,3,2,10,2,7,4
1550,35,No,Travel_Rarely,1085,Research & Development,15,4,Life Sciences,1,153,4,Male,61,3,3,Research Director,4,Single,5905,32392,2,Y,No,12,3,1,80,1,3,2,2,9,0,5,4
1551,42,No,Travel_Frequently,2029,Sales,5,3,Life Sciences,1,2041,4,Male,100,1,2,Laboratory Technician,4,Single,7120,11074,3,Y,No,14,3,1,80,1,5,3,2,0,1,0,4
1552,38,No,Travel_Rarely,1865,Research & Development,8,3,Life Sciences,1,1198,4,Male,92,3,2,Laboratory Technician,2,Single,5882,33442,9,Y,No,14,3,1,80,0,35,2,3,3,5,0,7
1553,45,No,Travel_Frequently,672,Research & Development,30,4,Medical,1,159,3,Male,76,2,4,Manager,2,Single,20120,13689,2,Y,Yes,13,3,2,80,0,23,3,2,1,0,0,0
1554,46,No,Travel_Rarely,1898,Research & Development,13,3,Other,1,1829,3,Female,41,2,1,Sales Executive,2,Divorced,8051,16163,7,Y,No,13,3,3,80,1,5,3,3,13,9,0,3
1555,36,No,Travel_Frequently,1506,Research & Development,7,3,Medical,1,612,4,Female,59,3,1,Research Director,1,Single,7472,17762,9,Y,No,14,3,2,80,0,19,4,3,1,2,7,0
1556,59,Yes,Travel_Frequently,1954,Research & Development,3,4,Other,1,574,4,Male,61,3,2,Laboratory Technician,4,Single,4646,26040,6,Y,No,12,4,1,80,1,8,6,2,1,14,0,7
1557,52,No,Travel_Rarely,700,Research & Development,6,3,Life Sciences,1,1968,4,Male,60,3,1,Manufacturing Director,4,Divorced,7156,5811,0,Y,Yes,19,3,2,80,0,10,2,2,4,0,2,10
1558,18,No,Travel_Frequently,1488,Research & Development,35,4,Medical,1,243,2,Male,133,2,2,Manufacturing Director,1,Married,4526,11434,0,Y,No,19,3,1,80,3,33,3,2,3,0,0,8
1559,26,No,Travel_Rarely,1740,Research & Development,10,4,Life Sciences,1,875,2,Male,47,2,1,Research Director,4,Single,3693,9889,0,Y,No,14,3,3,80,0,5,2,4,5,2,7,2
1560,36,Yes,Travel_Rarely,248,Research & Development,31,4,Medical,1,1837,4,Female,55,2,1,Manufacturing Director,4,Single,6979,7529,6,Y,No,20,3,4,80,0,5,6,2,7,1,0,2
1561,18,No,Travel_Frequently,1906,Research & Development,21,1,Life Sciences,1,1040,4,Male,95,4,4,Research Scientist,1,Divorced,7523,23830,6,Y,No,20,4,4,80,0,6,6,4,3,1,0,0
1562,38,No,Travel_Frequently,1873,Research & Development,34,4,Life Sciences,1,346,4,Male,86,3,2,Manufacturing Director,1,Single,9660,19962,6,Y,No,13,3,2,80,0,5,3,2,2,2,2,0
1563,40,No,Travel_Rarely,1355,Research & Development,22,2,Medical,1,441,4,Male,40,3,2,Research Scientist,4,Divorced,5510,16433,2,Y,No,11,3,3,80,0,1,6,2,2,2,7,2
1564,29,No,Travel_Rarely,1337,Research & Development,7,3,Life Sciences,1,1918,3,Male,116,2,2,Laboratory Technician,1,Single,4847,14326,3,Y,No,21,3,3,80,0,9,3,3,8,0,0,2
1565,30,Yes,Travel_Rarely,1073,Research & Development,25,2,Life Sciences,1,1949,3,Male,41,4,4,Manager,3,Single,6574,26137,6,Y,No,14,4,2,80,0,10,2,3,10,3,7,2
1566,30,No,Travel_Rarely,871,Sales,19,4,Life Sciences,1,836,2,Male,88,3,2,Research Scientist,4,Married,6229,17391,4,Y,No,16,3,4,80,0,10,3,3,11,3,0,1
1567,27,No,Travel_Rarely,725,Sales,7,4,Other,1,1581,4,Male,106,3,2,Manufacturing Director,2,Married,4311,4636,0,Y,No,24,3,3,80,0,37,1,4,14,0,0,2
1568,40,No,Travel_Rarely,2027,Research & Development,17,1,Technical Degree,1,601,4,Female,71,3,3,Laboratory Technician,4,Married,6597,33898,0,Y,No,19,4,3,80,0,10,2,2,10,2,0,3
1569,25,No,Travel_Rarely,2018,Research & Development,35,3,Medical,1,1549,3,Female,95,3,3,Manager,4,Divorced,4493,23211,3,Y,No,11,4,3,80,1,5,3,1,10,3,0,8
1570,28,No,Travel_Frequently,1854,Research & Development,4,4,Medical,1,1780,1,Male,117,4,1,Laboratory Technician,4,Married,10905,7748,1,Y,No,13,3,1,80,0,34,2,2,3,6,4,3
1571,30,No,Non-Travel,1251,Research & Development,6,4,Other,1,669,4,Male,72,1,1,Sales Executive,1,Married,8924,33476,7,Y,No,13,3,3,80,1,9,2,4,20,9,4,7
1572,34,No,Travel_Frequently,917,Research & Development,8,4,Medical,1,441,1,Male,105,2,3,Manufacturing Director,4,Divorced,9857,16714,9,Y,Yes,17,4,3,80,0,6,4,3,3,7,1,2
1573,33,No,Travel_Frequently,2053,Sales,41,4,Life Sciences,1,394,2,Male,49,3,2,Research Director,2,Single,6203,7121,0,Y,No,21,3,1,80,0,12,1,3,29,9,1,4
1574,30,No,Travel_Rarely,863,Research & Development,5,3,Medical,1,1133,2,Male,118,2,2,Manufacturing Director,4,Divorced,8207,10375,7,Y,No,12,3,3,80,1,1,3,4,10,0,1,3
1575,50,No,Travel_Frequently,1383,Sales,17,3,Medical,1,616,1,Male,90,3,2,Laboratory Technician,3,Single,4155,12647,1,Y,No,19,3,2,80,1,10,3,3,2,8,2,0
1576,36,No,Travel_Frequently,1846,Sales,3,3,Life Sciences,1,131,2,Male,54,3,2,Research Scientist,4,Single,4667,5399,1,Y,No,12,3,2,80,0,10,2,3,5,2,15,11
1577,35,No,Travel_Frequently,728,Sales,16,2,Life Sciences,1,1331,4,Male,92,2,2,Manager,1,Married,11933,9170,1,Y,No,18,3,2,80,0,6,3,4,2,0,0,0
1578,36,No,Travel_Rarely,1913,Sales,5,2,Medical,1,153,1,Male,38,3,4,Laboratory Technician,2,Single,10570,37858,0,Y,No,18,3,4,80,0,13,4,1,10,2,0,7
1579,27,No,Travel_Rarely,404,Research & Development,2,3,Life Sciences,1,2008,3,Male,68,2,1,Sales Executive,4,Divorced,6530,22543,0,Y,No,14,3,2,80,2,5,3,2,8,0,0,3
1580,26,No,Travel_Rarely,718,Research & Development,18,4,Medical,1,1190,4,Male,40,2,2,Sales Executive,4,Single,4427,21288,7,Y,No,18,3,4,80,2,40,3,3,22,9,0,13
1581,36,No,Travel_Rarely,1923,Sales,8,3,Life Sciences,1,262,4,Male,65,4,2,Laboratory Technician,4,Divorced,6065,6706,1,Y,No,12,3,3,80,0,9,3,2,3,7,0,7
